seed,dimension,LS_ONLY_SECANT_Time,LS_ONLY_SECANT_Primal,LS_ONLY_SECANT_DualGap,LS_ONLY_SECANT_SmallestDualGap,LS_ONLY_SECANT_Iterations,LS_ONLY_SECANT_LineSearchIter,LS_ADAPTIVE_Time,LS_ADAPTIVE_Primal,LS_ADAPTIVE_DualGap,LS_ADAPTIVE_SmallestDualGap,LS_ADAPTIVE_Iterations,LS_ADAPTIVE_LineSearchIter,LS_MONOTONIC_Time,LS_MONOTONIC_Primal,LS_MONOTONIC_DualGap,LS_MONOTONIC_SmallestDualGap,LS_MONOTONIC_Iterations,LS_AGNOSTIC_Time,LS_AGNOSTIC_Primal,LS_AGNOSTIC_DualGap,LS_AGNOSTIC_SmallestDualGap,LS_AGNOSTIC_Iterations,LS_ADAPTIVE_ZERO_Time,LS_ADAPTIVE_ZERO_Primal,LS_ADAPTIVE_ZERO_DualGap,LS_ADAPTIVE_ZERO_SmallestDualGap,LS_ADAPTIVE_ZERO_Iterations,LS_BACKTRACKING_Time,LS_BACKTRACKING_Primal,LS_BACKTRACKING_DualGap,LS_BACKTRACKING_SmallestDualGap,LS_BACKTRACKING_Iterations,minimumTime
1,90000,143.838679721,0.987984866638805,1.9931370882214638e-7,9.987198216696025e-8,408,0.9926470588235294,302.74044843,0.9879848884614971,1.1329492483405645e-7,9.969807796689212e-8,1031,0.15227934044616878,3600.0,0.9879900413938523,6.8539997033628675e-6,6.854006894884551e-6,44645,283.878887932,0.9879848652363606,1.0445285377608249e-7,9.673309703250865e-8,3131,285.986268439,0.9879848897021484,1.1790258966359879e-7,9.965645342280283e-8,783,305.722464863,0.9879848208920475,5.099417858221711e-7,6.936624523737334e-8,1222,143.838679721
2,90000,9.531642916,0.8570335031056519,5.332718278419635e-8,5.332718279633941e-8,22,0.9523809523809526,9.775542089,0.8570335135539614,8.60912196982977e-8,8.609121970870603e-8,22,0.14285714285714285,3600.0,0.857034000090791,2.3530591325513633e-6,2.3530500657276826e-6,44244,567.470636983,0.8570335076756156,6.437651772252251e-7,9.995520532622704e-8,6467,10.213714778,0.8570335112916387,8.738466114426025e-8,8.738466116160748e-8,23,109.314267005,0.8570335033564102,4.933931417767934e-8,4.933931418808768e-8,408,9.531642916
3,90000,1.834623423,0.9517978942348547,9.912175679555046e-8,9.912175679208102e-8,4,0.0,3.630603501,0.9517978442658163,2.7996835186977487e-8,2.7996835180038593e-8,5,0.0,1.683118232,0.9517978866014503,6.949014564119893e-8,9.548411017412661e-8,13,2.326842449,0.9517978946273198,9.969210241003723e-8,9.96921023857511e-8,11,3.190258824,0.951797842636232,2.564115950121071e-8,2.5641159483863474e-8,5,2.398295656,0.9517978404036859,2.24161537283607e-8,2.2416153679788442e-8,5,1.683118232
4,90000,113.594964484,1.0047025121723272,1.6120365161492733e-7,8.373549040263661e-8,350,0.9885714285714284,121.48651244,1.004702497698882,9.143158642699323e-8,9.04742289975502e-8,436,0.1536697247706422,3600.0,1.0047041462456119,2.664759874128342e-6,2.664756288014297e-6,43755,1027.082663137,1.0047024876131647,1.4625017960914755e-7,8.46577987989594e-8,12592,500.187434303,1.0047024954869226,8.573584128063194e-8,5.962919711818837e-8,1432,490.498586766,1.0047024934403732,1.1034240980645205e-7,9.876940256642319e-8,1997,113.594964484
5,90000,1.630867505,1.0558752111925944,1.2207455882956575e-8,1.2207455848262105e-8,4,0.0,2.023130349,1.0558752133188722,1.4979530758157944e-8,1.497953075121905e-8,4,0.0,2.36638072,1.0558752145828354,1.6609941033696174e-8,5.8877550716818217e-8,10,1.711376139,1.0558752115481644,1.2697136914791018e-8,5.233320793385232e-8,10,2.342802654,1.055875216238454,1.8738362406872655e-8,1.8738362406872655e-8,4,1.962693925,1.0558752162124152,1.870485863766924e-8,1.8704858658485923e-8,4,1.630867505
1,160000,8.541373129,0.9192244140579711,7.173503669896664e-8,7.17350367180486e-8,7,0.8333333333333335,10.633176572,0.9192244072771312,6.526800732861715e-8,5.4711171169896655e-8,13,0.15384615384615385,3600.0,0.9192266958205343,3.0121133795420196e-6,3.0121160171838607e-6,13667,38.086143507,0.9192248532991458,4.627859938889818e-5,7.082110594670843e-8,125,12.97227774,0.919224407221049,6.376957935316785e-8,6.33593421357076e-8,13,246.058029819,0.9192244084244574,1.284112391679998e-7,6.413925478752913e-8,732,8.541373129
2,160000,16.305524266,0.9693512459002012,9.376821141944547e-8,9.376821138822045e-8,27,0.9615384615384617,9.053409317,0.969351229863635,7.682815813397914e-8,7.599133843190498e-8,19,0.15789473684210525,3600.0,0.9693541405890025,6.154753730546261e-6,6.1547495991687295e-6,13337,3600.0,0.9693513285187696,3.482891374525371e-7,1.9680814639620736e-7,13214,16.101349976,0.969351189473717,8.931210104534681e-7,9.153035829961853e-8,25,1330.797310718,0.9693512387157938,1.0104777670508214e-7,6.92630392606225e-8,2954,9.053409317
3,160000,1.957511038,1.021914637539782,3.5591303572737876e-8,3.559130358141149e-8,3,0.0,2.421671365,1.0219146345127392,3.2119103139313654e-8,3.211910318094702e-8,3,0.0,1.586528676,1.021914635205731,3.278733182697502e-8,3.2787331870343106e-8,6,2.533807004,1.0219146373470298,3.534508137906234e-8,3.53450813912054e-8,6,2.798222761,1.0219146391904037,3.760045431781822e-8,3.7600454298736263e-8,3,2.001906658,1.021914642154465,4.108086375936848e-8,4.108086375416431e-8,3,1.586528676
4,160000,6.122591686,0.9722195208997713,1.3195857492299956e-7,8.263093661566023e-8,13,0.8461538461538463,6.270568446,0.9722195056975058,8.672686836221077e-8,7.879689128097167e-8,15,0.2,2.370548664,0.9722194948009407,9.575318808685562e-8,9.575318808165145e-8,13,65.284065059,0.9722195013023012,7.443211882084133e-8,7.443211886420942e-8,226,10.020277782,0.9722195056480282,8.94549949514295e-8,8.342339925977715e-8,16,9.134104476,0.9722194965461195,9.95132936800619e-8,9.984728499903839e-8,14,2.370548664
5,160000,77.961371816,1.1076126329803477,2.7084971946853e-7,9.819506366880171e-8,161,0.9503105590062111,73.585971722,1.1076126582942654,1.345801037139216e-7,9.63379726808683e-8,182,0.15384615384615385,3600.0,1.107614922458082,6.055912236315603e-6,6.054750207784912e-6,11872,2026.753955944,1.107612617310984,3.8428163127296466e-7,9.994708523655693e-8,6793,133.287922494,1.1076126577352938,2.487381892055107e-7,9.773393602405256e-8,234,1077.973424692,1.1076126586992767,4.525754933159404e-7,8.328735018325872e-8,1781,73.585971722
1,250000,7.935473041,0.8644950267809028,3.450058347169438e-8,3.4500583480368e-8,5,0.0,7.676343765,0.8644950267809028,3.450058347169438e-8,3.4500583480368e-8,5,0.0,9.875413181,0.864495064049792,6.330092441712842e-8,8.561746099242096e-8,15,10.048045081,0.864495064049792,6.330092441712842e-8,8.561746099242096e-8,15,9.789815811,0.8644950267809028,3.450058347169438e-8,3.4500583480368e-8,5,5.120250906,0.8644950261326184,3.362277656814017e-8,3.3622776566405443e-8,5,5.120250906
2,250000,10.065998502,0.9139232855259435,8.576072452887162e-9,8.576072454621886e-9,8,0.8571428571428572,13.352972033,0.9139232810105905,8.051132985124887e-8,8.051132984951415e-8,13,0.16666666666666666,3600.0,0.9139234383185413,1.2378235867294834e-6,1.2378144102660749e-6,9309,104.915391211,0.9139233481691222,1.5685541662908628e-5,8.95249128596981e-8,267,7.989812558,0.913923284117456,1.2196052600124685e-8,1.2196052624410814e-8,9,166.295443795,0.9139233576719845,2.1443173640316865e-6,9.765566068471732e-8,198,7.989812558
3,250000,7.206040031,1.0765200294564525,6.476533477052515e-8,6.476533478613766e-8,5,0.75,12.956044262,1.076520034246277,7.251615620831875e-8,7.888978249652456e-8,13,0.15384615384615385,3600.0,1.0765218256155764,2.1316656955809588e-6,2.1317017337256494e-6,9358,45.343677504,1.0765203994207961,4.091083698800485e-5,8.790458313513716e-8,110,7.346258577,1.0765200249298217,5.7957339821487763e-8,5.7957339781589123e-8,9,10.875969941,1.0765200314475496,1.7356184073454017e-7,9.417237718280236e-8,11,7.206040031
4,250000,11.095618747,0.9260927983205204,6.953388259275939e-9,6.953388259275939e-9,10,0.6666666666666665,12.240322903,0.9260927972624362,3.35798921481667e-8,6.819104197974823e-8,12,0.3333333333333333,3600.0,0.9260942329082473,1.5860043055919426e-6,1.5860055106713816e-6,9555,45.568193638,0.926093886426111,0.00011613959719573505,3.7291683522427954e-8,115,9.851176962,0.92609279723157,6.422923396268154e-9,6.422923392798707e-9,12,2349.211613183,0.9260928013111476,3.500501673005252e-7,4.32180305709462e-8,2844,9.851176962
5,250000,4.115541235,1.0678900466215766,3.3845746500588136e-9,3.3845746309768554e-9,3,0.0,4.043748578,1.0678900455965075,2.2027860160922508e-9,2.2027860265005916e-9,3,0.0,3.924263537,1.0678900457755758,2.4092233052303014e-9,2.4092233086997483e-9,6,3.98164106,1.067890045914671,2.5696686566795135e-9,2.5696686532100665e-9,6,3.465016397,1.0678900463571683,3.0792015499880865e-9,3.0792015638658743e-9,3,3.843251266,1.0678900456022178,2.2098489722149894e-9,2.2098489878275007e-9,3,3.465016397
1,360000,35.934993558,0.9218505003329568,8.149834313311843e-8,8.149834313658788e-8,34,0.9696969696969697,28.538969573,0.9218505008219967,2.5353038539573103e-7,9.485146350816931e-8,27,0.14814814814814814,3600.0,0.921851598692606,2.3955398496863095e-6,2.395527614790921e-6,8438,2983.59505259,0.9218505012049384,4.409368631538846e-7,9.971195648848796e-8,6907,31.531694215,0.9218504972089038,8.138888334466299e-8,6.341575574213276e-8,33,3275.359556238,0.9218505187104303,1.6538934151030804e-7,9.982143680739575e-8,3964,28.538969573
2,360000,3.282963955,0.937112632403804,2.95137767142295e-8,2.9513776696882266e-8,3,0.0,3.899535378,0.9371126360928145,3.450960341100373e-8,3.4509603412738454e-8,3,0.0,4.015082753,0.9371126385791451,3.7109434908658145e-8,3.710943491559704e-8,6,4.18814433,0.9371126370029523,3.513406142061082e-8,3.513406142754971e-8,6,3.542615235,0.9371126343504095,3.193363958507722e-8,3.1933639592016116e-8,3,3.656288412,0.9371126368030979,3.505825965297027e-8,3.50582596477661e-8,3,3.282963955
3,360000,24.152152313,0.8944484448731269,5.482978178081299e-8,5.482978176346576e-8,23,0.9545454545454546,22.456213313,0.894448444969065,5.33601810358969e-8,7.053576834767372e-8,26,0.15384615384615385,3600.0,0.8944488388860833,7.261194550373801e-7,7.26118767162276e-7,8289,3600.0,0.8944485304356058,1.6040073061961146e-7,4.162948334940353e-7,8256,23.154522132,0.8944484448934965,3.03472196382798e-8,3.9366939976956394e-8,29,1647.81558623,0.8944484676441045,3.9912047134459117e-7,9.935761672782983e-8,1970,22.456213313
4,360000,13.484202075,0.9543739325473571,1.2624344698439205e-7,9.012275594376395e-8,13,0.9230769230769229,19.447482786,0.9543739339795614,7.519952564122301e-8,7.519952563254939e-8,21,0.15,3600.0,0.9543763476966916,3.6921010280813182e-6,3.6921126828921152e-6,8755,197.483541905,0.9543739526399264,6.258398490473563e-6,9.609706238568327e-8,474,13.407344385,0.9543739250967624,8.697802520579723e-8,8.697802523181808e-8,17,298.147541075,0.9543739371096757,2.1632764985249353e-7,8.861044006706897e-8,359,13.407344385
5,360000,35.720059983,1.0180417966091404,7.418691722396731e-8,5.645906663714895e-8,35,0.9714285714285715,43.103461611,1.018041794320598,7.95892194250386e-8,7.520569876573457e-8,48,0.14583333333333334,3600.0,1.0180425860497957,1.4120101487213876e-6,1.4119677074538733e-6,8499,3600.0,1.0180417939870514,1.8597869883528462e-7,1.2479384551775108e-7,8081,36.554349587,1.0180417955602545,5.408338084843256e-8,6.789085808117656e-8,49,890.991912563,1.0180417932143417,3.3058362023524746e-8,3.3058362018320575e-8,1066,35.720059983
1,490000,198.031768722,1.080910129944844,2.6154908754419393e-8,2.615490875268467e-8,23,0.8636363636363638,343.353512071,1.0809101305757844,2.4192604345177338e-8,2.4192604319156485e-8,33,0.15625,3600.0,1.080912429026085,3.5190439475699803e-6,3.523953375520958e-6,503,3600.0,1.0809102123883179,8.961479990177851e-7,1.8036154160461226e-6,497,298.061857291,1.0809101295192707,2.6537480003405167e-8,2.6537479992996826e-8,29,3600.0,1.0809107600768029,9.48576014379171e-7,1.3773666855884659e-6,396,198.031768722
2,490000,26.274386042,1.0028010893759414,3.685180311081837e-8,3.685180310908365e-8,3,0.0,27.988431125,1.0028010900941218,3.782803084488584e-8,3.782803083621222e-8,3,0.0,38.691031155,1.002801090763715,3.861857965012372e-8,3.861857966573623e-8,6,41.94595042,1.00280109089321,3.865779849704376e-8,3.86577984779618e-8,6,32.146977371,1.0028010895274395,3.706001782018131e-8,3.706001780803825e-8,3,36.719255747,1.0028010897280242,3.741791771566527e-8,3.741791773301251e-8,3,26.274386042
3,490000,3600.0,0.9871766442567502,2.1717226816875268e-7,2.1097092516020322e-7,423,0.9976359338061465,3600.0,0.9871767918220119,3.2226102771645143e-7,4.1846924670688873e-7,414,0.15217391304347827,3600.0,0.9871784132699133,2.868867050039893e-6,2.8654644129528714e-6,452,3600.0,0.9871770286928759,2.2883455158620447e-6,2.1660753815409134e-6,450,3600.0,0.9871768393660574,4.574396983035231e-7,3.6834395971373224e-7,382,3600.0,0.98717697355742,8.388923013391211e-7,8.111033084770916e-7,399,3600.0
4,490000,3600.0,0.9468203641206089,1.3627261783409617e-7,2.608126163459318e-7,364,0.9945054945054945,3600.0,0.9468205212219,6.504911824042545e-7,3.6394928602974386e-7,368,0.15217391304347827,3600.0,0.946821715392073,1.7511461798307495e-6,1.7490912582194054e-6,397,3600.0,0.9468215914208371,2.954925468591843e-6,2.8541672446131747e-6,416,3600.0,0.9468204128204993,2.509976622664181e-7,5.086149896483746e-7,349,3600.0,0.9468207070389015,1.5101899213153594e-6,1.6472324383034337e-6,369,3600.0
5,490000,42.257294819,0.971624058163905,2.1448127111162174e-9,2.144812715453026e-9,3,0.0,44.73959276,0.9716240579917385,1.9412809719107638e-9,1.941280960635061e-9,3,0.0,36.799180065,0.9716241468708483,9.643704590445168e-8,9.64370458949107e-8,3,43.909924762,0.9716240857947164,2.973838655537242e-8,6.971018913851101e-8,4,43.651344634,0.9716240582909184,2.2970597177845997e-9,2.2970596952331945e-9,3,35.671265719,0.9716240577295325,1.6167351598109225e-9,1.6167351389942408e-9,3,35.671265719
1,640000,95.941551105,0.9643446784039755,3.8183744254221413e-7,7.264971644323909e-8,8,0.875,177.988569465,0.9643446787056092,2.1209378321587063e-7,7.203598791083454e-8,15,0.2,3600.0,0.9643459279654621,1.478155380338006e-6,1.4782704888909037e-6,366,3600.0,0.9643446378419157,8.021382129266147e-7,2.197837060953327e-6,401,172.32503378,0.9643446286878238,1.212622817957365e-8,9.17732140680999e-8,14,3600.0,0.9643451898787924,2.3400610904087543e-6,7.954767249560013e-7,367,95.941551105
2,640000,31.900685397,1.005152908671311,2.8939498806883346e-8,2.8939498820761134e-8,3,0.0,30.886550113,1.0051529074863155,2.754784649700026e-8,2.7547846504806517e-8,3,0.0,50.644027577,1.0051529088492883,2.9153886801219775e-8,2.9153886790811434e-8,6,56.420133059,1.0051529076232526,2.771517844477739e-8,2.771517844044058e-8,6,39.571353604,1.0051529087084392,2.8984427954091563e-8,2.8984427966234627e-8,3,29.675262895,1.0051529093345295,2.9732691197124905e-8,2.973269119972699e-8,3,29.675262895
3,640000,85.311093904,0.9727411618971841,1.4208797456498334e-7,1.8496464544888458e-8,9,0.8888888888888888,116.292017039,0.9727411620374073,1.325581757260358e-7,2.7284479241912463e-8,13,0.15384615384615385,3600.0,0.972741721904881,6.412996227216083e-7,6.413044950715277e-7,448,579.862744528,0.9727412091259434,8.25882770557479e-8,9.370019052670764e-8,80,125.684015306,0.9727411619710487,8.934016343040141e-8,4.643904688399203e-8,12,3600.0,0.9727415881368454,5.281219207292284e-7,1.9109951005825965e-6,375,85.311093904
4,640000,71.40711436,1.0069724603153862,5.1686775527984286e-9,5.168677561472046e-9,8,0.7142857142857144,92.372236445,1.006972516370968,5.9358178824443775e-8,8.647727264658733e-8,9,0.2222222222222222,162.668037424,1.0069725072399636,6.404973791618307e-8,8.499885613931502e-8,19,171.62414278,1.0069725064159907,6.29877286942998e-8,8.358739025764172e-8,19,70.848126815,1.0069724680161825,1.8086768807483444e-8,1.8086768812687615e-8,6,112.843152514,1.0069725055788212,8.599038041692819e-8,8.599038042386709e-8,12,70.848126815
5,640000,160.613347169,1.0100714377084345,1.3046386780277142e-7,5.7363084142968146e-8,19,0.9473684210526314,168.672986595,1.0100714332769072,1.3160560947446387e-7,6.948915193347865e-8,17,0.17647058823529413,3600.0,1.0100715105861806,5.278615604438139e-7,5.277597791607594e-7,425,3600.0,1.0100714128389525,3.406119426698634e-7,4.535107106857193e-6,464,168.438676127,1.0100714338142915,1.2875011462954583e-7,6.85168127607591e-8,17,3197.387101031,1.0100714442473373,8.284321669112249e-7,9.484680441214366e-8,322,160.613347169
1,810000,460.338086878,1.0441476054938728,6.343641980807724e-8,6.34364198089446e-8,44,0.7674418604651163,519.790395015,1.044147608560996,8.166507510596471e-8,9.125115210673052e-8,50,0.16,3600.0,1.0441511205174794,7.897610458306933e-6,8.186833978301652e-6,339,3600.0,1.0441478387699819,1.0254866526573057e-5,8.897682347965355e-7,360,628.105646395,1.0441476070589546,8.274472280099532e-8,7.759133394038414e-8,49,3600.0,1.0441478834281777,8.646468947692484e-7,9.501306712286078e-7,314,460.338086878
2,810000,290.042408806,1.0274142174755445,1.0634648059480029e-7,2.329600681024585e-8,23,0.7391304347826089,320.187138828,1.0274142175135952,1.8221856377953483e-8,8.819480730708901e-8,25,0.16,3600.0,1.0274150789651628,1.0620694189588872e-6,1.0618716122677216e-6,273,3600.0,1.0274151996587833,3.987176683308176e-6,1.81269306537106e-6,301,315.459049112,1.027414217383612,1.436344247273541e-8,1.4363442483143751e-8,21,3600.0,1.0274147104879774,1.7594307369327156e-6,1.4162784109659002e-6,270,290.042408806
3,810000,453.704067272,0.9251184681760833,1.4318393682299577e-6,6.929142114340398e-8,41,0.9512195121951219,496.410528428,0.9251184886648885,2.3121348081966975e-7,8.494633600177048e-8,49,0.14285714285714285,3600.0,0.9251208506909052,4.261037027787282e-6,4.260305922951756e-6,347,3600.0,0.9251184688439912,5.105320955243325e-7,2.874887120924395e-6,386,368.650850476,0.9251184683963066,6.781516237626406e-8,6.781516237019253e-8,30,3600.0,0.9251195394436987,3.1659707963940797e-6,1.548819969644788e-6,299,368.650850476
4,810000,335.163900581,0.9958895506080291,9.37780122974366e-8,9.377801230003868e-8,25,0.9583333333333335,339.215924387,0.9958895490049691,5.3471928986199846e-8,5.3471928986199846e-8,26,0.16,3600.0,0.9958916286213723,3.538810361749904e-6,3.5385909262185267e-6,331,3600.0,0.9958903884666663,1.5994189917914806e-6,3.662047669655312e-6,368,368.318083634,0.995889547781109,5.35466704630963e-8,5.3546670479576175e-8,27,3600.0,0.9958896185577517,5.028872011097682e-7,4.715218669707963e-7,301,335.163900581
5,810000,1966.278551529,0.8997991277216042,2.8298923251436625e-7,9.753342753403282e-8,138,0.9637681159420288,2491.111559305,0.8997991336966521,3.3713007118341826e-7,9.780515880953439e-8,181,0.15469613259668508,3600.0,0.8998007682779456,2.8584121810693378e-6,2.8785073007912138e-6,262,3600.0,0.89980119409743,2.807187990062389e-6,4.830945042120019e-6,282,3189.897908428,0.8997991436321201,1.6751504107719722e-7,9.912423600509646e-8,202,3600.0,0.8997995319239909,1.9625068480855212e-6,1.1379689427689146e-6,232,1966.278551529
1,1000000,374.211822195,1.051826123181442,6.358429885128941e-8,6.358429884435052e-8,22,0.9523809523809526,403.705789507,1.0518261215049587,9.991627717038931e-8,7.502119726658651e-8,23,0.17391304347826086,3600.0,1.0518273030147718,2.0064566430806965e-6,2.006244928394983e-6,210,3600.0,1.0518276211409041,4.045411872333378e-6,5.301969498688018e-6,220,450.134478787,1.0518261224424732,8.409379038173265e-8,9.361409638707768e-8,23,3600.0,1.0518261779106526,4.154264380534095e-7,8.491339795911254e-7,197,374.211822195
2,1000000,1658.639544893,0.9692773176550368,1.0692029801546293e-7,8.878504829511885e-8,169,0.9881656804733727,3600.0,0.9692773193607185,1.6618821175370252e-7,3.731684516880551e-7,343,0.15160349854227406,3600.0,0.9692780813967639,2.327714748615213e-6,2.3101157716511056e-6,347,3600.0,0.9692783814954126,1.6844565522301097e-6,4.682797658854543e-6,365,3600.0,0.9692773684393494,6.904736113751836e-7,4.909495686404239e-7,314,3600.0,0.9692774175788808,1.0964361709733805e-6,8.912054173136272e-7,310,1658.639544893
3,1000000,63.753259138,0.9952471478499283,6.423224572713049e-8,6.423224572973257e-8,5,0.75,90.530740693,0.995247147410895,6.933729250480081e-8,8.170530729680742e-8,8,0.25,3600.0,0.9952497922113871,2.9172206152559485e-6,2.917369421466358e-6,379,284.267345331,0.995247152706242,4.9808684183336865e-6,7.587587312184868e-8,33,88.801351433,0.9952471453086366,1.0249142881266216e-7,8.15977790292674e-8,7,99.826552647,0.9952471443545651,7.034463277858297e-7,6.283718292313806e-8,8,63.753259138
