seed,dimension,primal,dual_gap,smallest_dual_gap,iterations,average_iter,std_iter,time,fw_time
4,640000,1.1878216260362922e8,1.4602429782572031e7,1.6290470308483839e7,776,0.15206185567010308,0.35931242767968385,3613.072407706,3609.123150644
5,640000,4.154003954926924e7,1.2127012453391433e7,1.1367179095698833e7,740,0.1527027027027027,0.35994397886660123,3614.144464861,3608.309741413
1,810000,1.4501270152873218e8,1.809532982837677e7,1.952790831170106e7,733,0.15279672578444747,0.360037123754021,3613.82842225,3609.689568071
2,810000,6.005157551985852e8,2.416330422734642e7,2.3806670740210056e7,735,0.1523809523809524,0.35963448999531034,3615.260397561,3610.272474803
3,810000,8.05448511385889e8,1.870616899786234e7,2.0108538997994423e7,733,0.15279672578444747,0.360037123754021,3613.804548268,3609.054842909
4,810000,2.789205983532864e8,1.2407220063260555e7,1.3311635427577019e7,678,0.15339233038348082,0.3606313142470247,3616.276418604,3611.387253139
5,810000,1.8424060297211213e9,1.0247777681022644e7,1.0106143193418503e7,680,0.15294117647058825,0.36019573644390823,3616.128506504,3611.191171293
1,1000000,1.6252847627543707e9,2.2440708178160667e7,2.305220407557869e7,757,0.15323645970937913,0.36045343774936217,3619.352496932,3614.574226595
2,1000000,7.218788714636462e9,7.397493858528137e6,7.856733679578781e6,753,0.15272244355909695,0.35995884625645236,3616.044492787,3611.197137254
3,1000000,2.4003389798206315e9,1.2448818631420135e7,1.2008261949580193e7,748,0.15240641711229946,0.35965487779734634,3615.660461193,3611.576561522
4,1000000,1.589219027803021e9,1.770442498746872e7,1.894242422760296e7,730,0.15205479452054796,0.35932018919785763,3613.668406281,3608.803177307
5,1000000,6.220711763681592e8,7.767008234052181e6,7.740712848191261e6,721,0.15256588072122051,0.35981815067681117,3616.288272675,3610.943501424
